,chr,start,stop,length
1897,NW_022145604.1,6720398,6733812,13414
1898,NW_022145604.1,6753576,6759782,6206
1899,NW_022145604.1,6782607,6783366,759
1900,NW_022145604.1,6718222,6769093,50871
1901,NW_022145604.1,6867426,6880076,12650
1902,NW_022145604.1,7264736,7264808,72
1903,NW_022145604.1,7930519,7935866,5347
1904,NW_022145604.1,8286709,8291953,5244
1905,NW_022145604.1,8379931,8385323,5392
1906,NW_022145604.1,8632641,8633745,1104
1907,NW_022145604.1,9636256,9637792,1536
1908,NW_022145604.1,9826552,9829577,3025
1909,NW_022145604.1,10259786,10265604,5818
1910,NW_022145604.1,10327628,10328979,1351
1911,NW_022145604.1,10356550,10357668,1118
1912,NW_022145604.1,10695676,10696372,696
1913,NW_022145604.1,10762981,10764204,1223
1914,NW_022145604.1,10776224,10782767,6543
1915,NW_022145604.1,11199448,11202114,2666
1916,NW_022145604.1,11272012,11272082,70
1917,NW_022145604.1,11496850,11503801,6951
1918,NW_022145604.1,11546434,11552373,5939
1919,NW_022145604.1,11574176,11575714,1538
1920,NW_022145604.1,11674182,11676802,2620
1921,NW_022145604.1,11817209,11819394,2185
1922,NW_022145604.1,12168118,12177416,9298
1923,NW_022145604.1,12227673,12230193,2520
1924,NW_022145604.1,12383424,12383430,6
1925,NW_022145604.1,12378229,12383493,5264
1926,NW_022145604.1,12385163,12386756,1593
1927,NW_022145604.1,12468909,12484977,16068
1928,NW_022145604.1,12566408,12567916,1508
1929,NW_022145604.1,12885312,12888989,3677
1930,NW_022145604.1,13184643,13184859,216
1931,NW_022145604.1,13435773,13438560,2787
1932,NW_022145604.1,13438825,13493249,54424
1933,NW_022145604.1,13493754,13493993,239
1934,NW_022145604.1,13498743,13583902,85159
1935,NW_022145604.1,13674321,13675629,1308
1936,NW_022145604.1,13730867,13732189,1322
1937,NW_022145604.1,13738669,13745464,6795
1938,NW_022145604.1,13750534,13756452,5918
1939,NW_022145604.1,13765337,13783074,17737
1940,NW_022145604.1,13787009,13798427,11418
1941,NW_022145604.1,13802511,13803796,1285
1942,NW_022145604.1,13771215,13787009,15794
1943,NW_022145604.1,13838516,13842155,3639
1944,NW_022145604.1,14338469,14341485,3016
1945,NW_022145604.1,14440236,14440271,35
1946,NW_022145604.1,14641512,14641781,269
1947,NW_022145604.1,14948132,14951027,2895
1948,NW_022145604.1,15095268,15098270,3002
1949,NW_022145604.1,15243278,15250614,7336
1950,NW_022145604.1,15267671,15271696,4025
1951,NW_022145604.1,15596252,15596838,586
1952,NW_022145604.1,15622289,15652202,29913
1953,NW_022145604.1,16057142,16060934,3792
1954,NW_022145604.1,16537379,16547260,9881
1955,NW_022145604.1,16628030,16629100,1070
1956,NW_022145604.1,16726553,16728702,2149
1957,NW_022145604.1,17055889,17056715,826
1958,NW_022145604.1,17078453,17079235,782
1959,NW_022145604.1,17091973,17094685,2712
1960,NW_022145604.1,17730835,17732253,1418
1961,NW_022145604.1,17790632,17793086,2454
1962,NW_022145604.1,18124489,18125816,1327
1963,NW_022145604.1,18348289,18350865,2576
1964,NW_022145604.1,18367339,18367976,637
1965,NW_022145604.1,18391027,18394918,3891
1966,NW_022145604.1,18590416,18590767,351
1967,NW_022145604.1,18916618,18925838,9220
1968,NW_022145604.1,18956760,18959205,2445
1969,NW_022145604.1,18962996,18963168,172
1970,NW_022145604.1,19148268,19154782,6514
1971,NW_022145604.1,19354691,19354887,196
1972,NW_022145604.1,19606345,19609939,3594
1973,NW_022145604.1,20027047,20027069,22
1974,NW_022145604.1,20097759,20133073,35314
1975,NW_022145604.1,20733365,20734624,1259
1976,NW_022145604.1,20760287,20763212,2925
1977,NW_022145604.1,20959764,20961146,1382
1978,NW_022145604.1,21003333,21007038,3705
1979,NW_022145604.1,21047925,21057181,9256
1980,NW_022145604.1,21228590,21229808,1218
1981,NW_022145604.1,21248635,21258825,10190
1982,NW_022145604.1,21522012,21524496,2484
1983,NW_022145604.1,22019492,22025606,6114
1984,NW_022145604.1,22123785,22125394,1609
1985,NW_022145604.1,22339004,22342256,3252
1986,NW_022145604.1,22344426,22346168,1742
1987,NW_022145604.1,23478082,23481380,3298
1988,NW_022145604.1,23483277,23486267,2990
1989,NW_022145604.1,23816510,23816595,85
1990,NW_022145604.1,24310861,24314457,3596
1991,NW_022145604.1,24622098,24622218,120
1992,NW_022145604.1,24690603,24692456,1853
1993,NW_022145604.1,25030851,25033000,2149
1994,NW_022145604.1,25209576,25210051,475
1995,NW_022145604.1,25221361,25221708,347
1996,NW_022145604.1,25261413,25264063,2650
1997,NW_022145604.1,25796136,25798538,2402
1998,NW_022145604.1,26242232,26246254,4022
1999,NW_022145604.1,26246590,26251193,4603
2000,NW_022145604.1,26330775,26331670,895
2001,NW_022145604.1,27618990,27620469,1479
2002,NW_022145604.1,27934303,27934428,125
2003,NW_022145604.1,28402818,28407538,4720
2004,NW_022145604.1,29036671,29036870,199
2005,NW_022145604.1,29675505,29675699,194
2006,NW_022145604.1,29976892,29980600,3708
2007,NW_022145604.1,30032493,30037317,4824
2008,NW_022145604.1,30105308,30114385,9077
2009,NW_022145604.1,30455548,30457568,2020
2010,NW_022145604.1,30542107,30543006,899
2011,NW_022145604.1,30986222,30987241,1019
2012,NW_022145604.1,31981982,31985202,3220
2013,NW_022145604.1,32258540,32261838,3298
2014,NW_022145604.1,32588401,32590664,2263
2015,NW_022145604.1,32676713,32679799,3086
2016,NW_022145604.1,32683287,32686919,3632
2017,NW_022145604.1,32689642,32697195,7553
2018,NW_022145604.1,33473412,33492044,18632
2019,NW_022145605.1,720774,721350,576
2020,NW_022145605.1,1741161,1744945,3784
2021,NW_022145605.1,1752296,1755486,3190
2022,NW_022145605.1,1758131,1759624,1493
2023,NW_022145605.1,2028895,2033738,4843
2024,NW_022145605.1,2540313,2540431,118
2025,NW_022145605.1,3671238,3671538,300
2026,NW_022145605.1,4123837,4123880,43
2027,NW_022145605.1,4255153,4256424,1271
2028,NW_022145605.1,4325999,4330692,4693
2029,NW_022145605.1,4335894,4336689,795
2030,NW_022145605.1,4744140,4746292,2152
2031,NW_022145605.1,4843921,4845259,1338
2032,NW_022145605.1,5029705,5030537,832
2033,NW_022145605.1,5418322,5420351,2029
2034,NW_022145605.1,5752933,5755322,2389
2035,NW_022145605.1,5840605,5840624,19
2036,NW_022145605.1,5919043,5919621,578
2037,NW_022145605.1,6005708,6011701,5993
2038,NW_022145605.1,6122007,6125421,3414
2039,NW_022145605.1,6548156,6552409,4253
2040,NW_022145605.1,6664883,6667498,2615
2041,NW_022145605.1,6674566,6678216,3650
2042,NW_022145605.1,6686219,6688732,2513
2043,NW_022145605.1,6675752,6676346,594
2044,NW_022145605.1,6695728,6717368,21640
2045,NW_022145605.1,6722186,6724681,2495
2046,NW_022145605.1,7066688,7067011,323
2047,NW_022145605.1,7293155,7294722,1567
2048,NW_022145605.1,7590451,7592625,2174
2049,NW_022145605.1,7604875,7609549,4674
2050,NW_022145605.1,7618251,7618407,156
2051,NW_022145605.1,7660417,7665424,5007
2052,NW_022145605.1,8064186,8121352,57166
2053,NW_022145605.1,8128538,8132224,3686
2054,NW_022145605.1,8141268,8147987,6719
2055,NW_022145605.1,8193087,8196451,3364
2056,NW_022145605.1,8287370,8289433,2063
2057,NW_022145605.1,9592102,9594623,2521
2058,NW_022145605.1,9625814,9627184,1370
2059,NW_022145605.1,9979525,9980747,1222
2060,NW_022145605.1,10069205,10069484,279
2061,NW_022145605.1,10318000,10321733,3733
2062,NW_022145605.1,10597531,10600397,2866
2063,NW_022145605.1,10993215,10994530,1315
2064,NW_022145605.1,11154388,11155466,1078
2065,NW_022145605.1,11325724,11325795,71
2066,NW_022145605.1,11380317,11381452,1135
2067,NW_022145605.1,11381892,11384798,2906
2068,NW_022145605.1,11754621,11758948,4327
2069,NW_022145605.1,11889461,11890212,751
2070,NW_022145605.1,11938900,11938902,2
2071,NW_022145605.1,12036347,12036525,178
2072,NW_022145605.1,12571875,12571959,84
2073,NW_022145605.1,12736999,12739368,2369
2074,NW_022145605.1,12752108,12754782,2674
2075,NW_022145605.1,12762976,12764701,1725
2076,NW_022145605.1,12782876,12789996,7120
2077,NW_022145605.1,12795075,12811224,16149
2078,NW_022145605.1,12828036,12836637,8601
2079,NW_022145605.1,13119041,13121146,2105
2080,NW_022145605.1,13159503,13159941,438
2081,NW_022145605.1,13192111,13193750,1639
2082,NW_022145605.1,14602696,14602812,116
2083,NW_022145605.1,14728493,14728639,146
2084,NW_022145605.1,14970731,14974769,4038
2085,NW_022145605.1,15030976,15030979,3
2086,NW_022145605.1,15211713,15227140,15427
2087,NW_022145605.1,15314953,15324697,9744
2088,NW_022145605.1,15339453,15366290,26837
2089,NW_022145605.1,15390128,15412628,22500
2090,NW_022145605.1,15547535,15547956,421
2091,NW_022145605.1,15618702,15622251,3549
2092,NW_022145605.1,15740645,15740650,5
2093,NW_022145605.1,15741279,15752233,10954
2094,NW_022145605.1,16977075,16981124,4049
2095,NW_022145605.1,17087762,17088485,723
2096,NW_022145605.1,17563461,17565091,1630
2097,NW_022145605.1,17570207,17588362,18155
2098,NW_022145605.1,17683313,17685452,2139
2099,NW_022145605.1,17830713,17830820,107
2100,NW_022145605.1,17890855,17895238,4383
2101,NW_022145605.1,17896733,17898713,1980
2102,NW_022145605.1,17940117,17944869,4752
2103,NW_022145605.1,18036350,18037058,708
2104,NW_022145605.1,18063869,18064160,291
2105,NW_022145605.1,18103304,18103985,681
2106,NW_022145605.1,18520716,18521614,898
2107,NW_022145605.1,18707520,18743798,36278
2108,NW_022145605.1,18790336,18790345,9
2109,NW_022145605.1,18958924,18961431,2507
2110,NW_022145605.1,19119009,19121899,2890
2111,NW_022145605.1,19268516,19272085,3569
2112,NW_022145605.1,19321223,19327852,6629
2113,NW_022145605.1,19660478,19676300,15822
2114,NW_022145605.1,19702742,19703568,826
2115,NW_022145605.1,19711652,19714312,2660
2116,NW_022145605.1,19719158,19749044,29886
2117,NW_022145605.1,19905200,19907843,2643
2118,NW_022145605.1,19935037,19937375,2338
2119,NW_022145605.1,20458878,20458887,9
2120,NW_022145605.1,20575130,20575634,504
2121,NW_022145605.1,20595278,20595652,374
2122,NW_022145605.1,20713565,20717149,3584
2123,NW_022145605.1,20909989,20913277,3288
2124,NW_022145605.1,20914314,20915738,1424
2125,NW_022145605.1,21197536,21200551,3015
2126,NW_022145605.1,21241916,21245181,3265
2127,NW_022145605.1,21369756,21372093,2337
2128,NW_022145605.1,21399664,21402679,3015
2129,NW_022145605.1,21601073,21616381,15308
2130,NW_022145605.1,21615843,21624321,8478
2131,NW_022145605.1,21620790,21623642,2852
2132,NW_022145605.1,21714899,21715193,294
2133,NW_022145605.1,22073511,22076073,2562
2134,NW_022145605.1,22315339,22315731,392
2135,NW_022145605.1,22321673,22321739,66
2136,NW_022145605.1,22558383,22572829,14446
2137,NW_022145605.1,22579274,22582404,3130
2138,NW_022145605.1,23827572,23828444,872
2139,NW_022145605.1,24144281,24150549,6268
2140,NW_022145605.1,24498708,24510882,12174
2141,NW_022145605.1,24516920,24536615,19695
2142,NW_022145605.1,24541444,24544014,2570
2143,NW_022145605.1,24544793,24548353,3560
2144,NW_022145605.1,24552467,24558992,6525
2145,NW_022145605.1,24567140,24577790,10650
2146,NW_022145605.1,24583284,24591546,8262
2147,NW_022145605.1,24595532,24597137,1605
2148,NW_022145605.1,24601353,24606097,4744
2149,NW_022145605.1,24621486,24627372,5886
2150,NW_022145605.1,24631800,24632585,785
2151,NW_022145605.1,25161135,25162710,1575
2152,NW_022145605.1,25248328,25249911,1583
2153,NW_022145605.1,25289794,25295235,5441
2154,NW_022145605.1,25360906,25363014,2108
2155,NW_022145605.1,25914952,25920851,5899
2156,NW_022145605.1,25998525,25999477,952
2157,NW_022145605.1,26091524,26093022,1498
2158,NW_022145605.1,26115694,26117988,2294
2159,NW_022145605.1,26230665,26231134,469
2160,NW_022145605.1,26880193,26881770,1577
2161,NW_022145605.1,26965203,26979961,14758
2162,NW_022145605.1,27912706,27918322,5616
2163,NW_022145605.1,28136596,28141599,5003
2164,NW_022145605.1,28154716,28159960,5244
2165,NW_022145605.1,28266857,28277682,10825
2166,NW_022145605.1,28760646,28763540,2894
2167,NW_022145605.1,28763638,28769489,5851
2168,NW_022145605.1,28872209,28872744,535
2169,NW_022145605.1,28883152,28884677,1525
2170,NW_022145605.1,29116929,29122191,5262
2171,NW_022145605.1,29556557,29558296,1739
2172,NW_022145605.1,29672592,29673850,1258
2173,NW_022145605.1,29723901,29723928,27
2174,NW_022145605.1,29746917,29747886,969
2175,NW_022145605.1,29758092,29758515,423
2176,NW_022145605.1,30341258,30343222,1964
2177,NW_022145605.1,30399225,30402252,3027
2178,NW_022145605.1,31370292,31373806,3514
2179,NW_022145605.1,31403164,31405945,2781
2180,NW_022145605.1,31425181,31431295,6114
2181,NW_022145605.1,31478743,31479179,436
2182,NW_022145605.1,31487841,31488518,677
2183,NW_022145605.1,31532542,31534288,1746
2184,NW_022145605.1,32496953,32499764,2811
2185,NW_022145605.1,32510253,32511260,1007
2186,NW_022145605.1,32668171,32671451,3280
2187,NW_022145605.1,32925914,32927666,1752
2188,NW_022145605.1,32954923,32956850,1927
2189,NW_022145605.1,33132953,33137834,4881
2190,NW_022145605.1,33690529,33692339,1810
2191,NW_022145605.1,33805400,33808732,3332
2192,NW_022145605.1,33828397,33830092,1695
2193,NW_022145605.1,34230429,34236176,5747
2194,NW_022145605.1,34304322,34308602,4280
2195,NW_022145605.1,34468796,34473861,5065
2196,NW_022145605.1,34510425,34512196,1771
2197,NW_022145605.1,34616806,34617948,1142
2198,NW_022145605.1,34632212,34636998,4786
2199,NW_022145605.1,34900918,34903975,3057
2200,NW_022145605.1,34946404,34949081,2677
2201,NW_022145605.1,34946421,34951244,4823
2202,NW_022145605.1,35076975,35077708,733
2203,NW_022145605.1,35576646,35577950,1304
2204,NW_022145605.1,35582574,35591714,9140
2205,NW_022145605.1,35595367,35597709,2342
2206,NW_022145605.1,35774763,35776658,1895
2207,NW_022145605.1,36073402,36073570,168
2208,NW_022145605.1,36358582,36360647,2065
2209,NW_022145605.1,36769861,36771554,1693
2210,NW_022145605.1,36974267,36976905,2638
2211,NW_022145605.1,37090791,37102675,11884
2212,NW_022145605.1,37648735,37649084,349
2213,NW_022145605.1,38961083,38962662,1579
2214,NW_022145605.1,38988349,38990576,2227
2215,NW_022145605.1,39213494,39216519,3025
2216,NW_022145605.1,39395706,39437727,42021
2217,NW_022145605.1,39607495,39607790,295
2218,NW_022145605.1,40057381,40059701,2320
2219,NW_022145605.1,40095769,40100057,4288
2220,NW_022145605.1,40255328,40260754,5426
2221,NW_022145605.1,40270585,40270641,56
2222,NW_022145605.1,40321457,40341009,19552
2223,NW_022145605.1,40391876,40394254,2378
2224,NW_022145605.1,40411327,40411418,91
2225,NW_022145605.1,41095361,41095440,79
2226,NW_022145605.1,41349781,41380416,30635
2227,NW_022145605.1,41602168,41608323,6155
2228,NW_022145605.1,41747236,41748192,956
2229,NW_022145605.1,41771072,41772266,1194
2230,NW_022145605.1,42088781,42088783,2
2231,NW_022145605.1,42339170,42339920,750
2232,NW_022145605.1,42340638,42342039,1401
2233,NW_022145606.1,234890,235568,678
2234,NW_022145606.1,423955,425797,1842
2235,NW_022145606.1,426473,428314,1841
2236,NW_022145606.1,612843,617953,5110
2237,NW_022145606.1,624414,625402,988
2238,NW_022145606.1,916918,924465,7547
2239,NW_022145606.1,933120,934212,1092
2240,NW_022145606.1,1953693,1957543,3850
2241,NW_022145606.1,2705280,2706751,1471
2242,NW_022145606.1,2968278,2991926,23648
2243,NW_022145606.1,2995599,2998567,2968
2244,NW_022145606.1,3013189,3016021,2832
2245,NW_022145606.1,3760866,3761454,588
2246,NW_022145606.1,4215122,4215986,864
2247,NW_022145606.1,4222767,4225965,3198
2248,NW_022145606.1,4928863,4931559,2696
2249,NW_022145606.1,5146478,5146671,193
2250,NW_022145606.1,5422272,5429518,7246
2251,NW_022145606.1,5430075,5433388,3313
2252,NW_022145606.1,6593295,6596861,3566
2253,NW_022145606.1,6640226,6648384,8158
2254,NW_022145606.1,6652780,6656094,3314
2255,NW_022145606.1,6660831,6663483,2652
2256,NW_022145606.1,6695775,6697385,1610
2257,NW_022145606.1,7829368,7837148,7780
2258,NW_022145606.1,7927547,7934587,7040
2259,NW_022145606.1,8792121,8792889,768
2260,NW_022145606.1,8818781,8819899,1118
2261,NW_022145606.1,8865677,8866866,1189
2262,NW_022145606.1,8878343,8885429,7086
2263,NW_022145606.1,8889612,8890973,1361
2264,NW_022145606.1,8893637,8905842,12205
2265,NW_022145606.1,8922035,8924064,2029
2266,NW_022145606.1,9026835,9027535,700
2267,NW_022145606.1,9800537,9809674,9137
2268,NW_022145606.1,11863478,11868739,5261
2269,NW_022145606.1,12952422,12956297,3875
2270,NW_022145606.1,13107489,13107815,326
2271,NW_022145606.1,13122811,13182115,59304
2272,NW_022145606.1,13211813,13226362,14549
2273,NW_022145606.1,13236443,13242065,5622
2274,NW_022145606.1,13322232,13327980,5748
2275,NW_022145606.1,13371070,13377336,6266
2276,NW_022145606.1,13435943,13438860,2917
2277,NW_022145606.1,13726281,13726455,174
2278,NW_022145606.1,13962453,13966679,4226
2279,NW_022145606.1,14008450,14009004,554
2280,NW_022145606.1,14024514,14027585,3071
2281,NW_022145606.1,14501780,14503917,2137
2282,NW_022145606.1,14598748,14601091,2343
2283,NW_022145606.1,14609658,14611204,1546
2284,NW_022145606.1,14622593,14623864,1271
2285,NW_022145606.1,14862906,14882742,19836
2286,NW_022145606.1,14897575,14899888,2313
2287,NW_022145606.1,15182377,15185278,2901
2288,NW_022145606.1,15242581,15243173,592
2289,NW_022145606.1,15243284,15244767,1483
2290,NW_022145606.1,15248021,15248347,326
2291,NW_022145606.1,15270376,15271076,700
2292,NW_022145606.1,15421243,15425558,4315
2293,NW_022145606.1,15716749,15716795,46
2294,NW_022145606.1,15918715,15919204,489
2295,NW_022145606.1,15940985,15941503,518
2296,NW_022145606.1,15955690,15956546,856
2297,NW_022145606.1,15972942,15973488,546
2298,NW_022145606.1,15978947,15982065,3118
2299,NW_022145606.1,15987949,15989078,1129
2300,NW_022145606.1,16044144,16083389,39245
2301,NW_022145606.1,16087977,16094161,6184
2302,NW_022145606.1,16104654,16111025,6371
2303,NW_022145606.1,16177139,16181167,4028
2304,NW_022145606.1,16532725,16536217,3492
2305,NW_022145606.1,16603492,16608424,4932
2306,NW_022145606.1,16760412,16761864,1452
2307,NW_022145606.1,16834404,16835406,1002
2308,NW_022145606.1,16835491,16838983,3492
2309,NW_022145606.1,16964941,16970156,5215
2310,NW_022145606.1,16985340,16986124,784
2311,NW_022145606.1,17378571,17384891,6320
2312,NW_022145606.1,17685108,17686047,939
2313,NW_022145606.1,17832403,17833924,1521
2314,NW_022145606.1,17975422,17978147,2725
2315,NW_022145606.1,18085171,18086973,1802
2316,NW_022145606.1,18106650,18115239,8589
2317,NW_022145606.1,18118739,18120790,2051
2318,NW_022145606.1,18141027,18143690,2663
2319,NW_022145606.1,18407715,18409561,1846
2320,NW_022145606.1,18437256,18441463,4207
2321,NW_022145606.1,18451304,18451426,122
2322,NW_022145606.1,18455451,18458715,3264
2323,NW_022145606.1,18490395,18492302,1907
2324,NW_022145606.1,18950200,18952718,2518
2325,NW_022145606.1,18993142,18994039,897
2326,NW_022145606.1,19136418,19139353,2935
2327,NW_022145606.1,19160052,19160161,109
2328,NW_022145606.1,19301228,19303796,2568
2329,NW_022145606.1,20907369,20911387,4018
2330,NW_022145606.1,21295169,21297546,2377
2331,NW_022145606.1,21465712,21465854,142
2332,NW_022145606.1,22151163,22156384,5221
2333,NW_022145606.1,22584506,22586340,1834
2334,NW_022145606.1,22811027,22811948,921
2335,NW_022145606.1,22822557,22826072,3515
2336,NW_022145606.1,22834394,22834990,596
2337,NW_022145606.1,22855251,22855648,397
2338,NW_022145606.1,22884695,22888516,3821
2339,NW_022145606.1,23041949,23043453,1504
2340,NW_022145606.1,23294195,23296921,2726
2341,NW_022145606.1,23914353,23918178,3825
2342,NW_022145606.1,23918035,23918290,255
2343,NW_022145606.1,24384822,24385777,955
2344,NW_022145606.1,24495629,24496647,1018
2345,NW_022145606.1,24750777,24753714,2937
2346,NW_022145606.1,24757375,24768580,11205
2347,NW_022145606.1,25153157,25157938,4781
2348,NW_022145606.1,25306129,25308159,2030
2349,NW_022145606.1,26343181,26345651,2470
2350,NW_022145606.1,27284897,27288235,3338
2351,NW_022145606.1,27322423,27324269,1846
2352,NW_022145606.1,27695025,27695130,105
2353,NW_022145606.1,27756187,27759436,3249
2354,NW_022145606.1,28294594,28296119,1525
2355,NW_022145606.1,28399466,28400083,617
2356,NW_022145606.1,28491153,28493821,2668
2357,NW_022145606.1,28575541,28597694,22153
2358,NW_022145606.1,28999107,29001695,2588
2359,NW_022145606.1,29100692,29102093,1401
2360,NW_022145606.1,29240508,29249862,9354
2361,NW_022145606.1,29428952,29432401,3449
2362,NW_022145606.1,29837740,29839352,1612
2363,NW_022145606.1,31055411,31060841,5430
2364,NW_022145606.1,31172932,31177101,4169
2365,NW_022145606.1,31663540,31665457,1917
2366,NW_022145606.1,31670318,31684595,14277
2367,NW_022145606.1,31714028,31717054,3026
2368,NW_022145606.1,32111984,32118125,6141
2369,NW_022145606.1,32189748,32192520,2772
2370,NW_022145606.1,32426480,32429193,2713
2371,NW_022145606.1,32480977,32482346,1369
2372,NW_022145606.1,32682793,32683529,736
2373,NW_022145606.1,32691336,32691920,584
2374,NW_022145606.1,33243473,33246274,2801
2375,NW_022145606.1,33285638,33291686,6048
2376,NW_022145606.1,33601439,33607438,5999
2377,NW_022145606.1,33707285,33712198,4913
2378,NW_022145606.1,33713802,33715296,1494
2379,NW_022145606.1,34648505,34654351,5846
2380,NW_022145606.1,34875869,34879336,3467
2381,NW_022145606.1,34880342,34882809,2467
2382,NW_022145606.1,35025908,35028393,2485
2383,NW_022145606.1,35084290,35086507,2217
2384,NW_022145606.1,35216439,35242518,26079
2385,NW_022145606.1,35252739,35274228,21489
2386,NW_022145606.1,35298974,35315339,16365
2387,NW_022145606.1,35274914,35277746,2832
2388,NW_022145606.1,35298489,35333481,34992
2389,NW_022145606.1,35362665,35364084,1419
2390,NW_022145606.1,35913326,35918760,5434
2391,NW_022145606.1,35950633,35952738,2105
2392,NW_022145606.1,36331138,36335875,4737
2393,NW_022145606.1,36547051,36550123,3072
2394,NW_022145606.1,36936047,36937127,1080
2395,NW_022145606.1,36978174,36980359,2185
2396,NW_022145606.1,37359376,37362241,2865
2397,NW_022145606.1,38260252,38260619,367
2398,NW_022145606.1,38989230,38993551,4321
2399,NW_022145606.1,39053011,39058163,5152
2400,NW_022145606.1,39509911,39514752,4841
2401,NW_022145606.1,39706423,39706650,227
2402,NW_022145606.1,39768973,39774685,5712
2403,NW_022145606.1,40468578,40479985,11407
2404,NW_022145606.1,41217026,41217493,467
2405,NW_022145606.1,42127072,42129689,2617
2406,NW_022145606.1,42133575,42134043,468
2407,NW_022145606.1,42196493,42197856,1363
2408,NW_022145606.1,42222214,42224593,2379
2409,NW_022145606.1,42281167,42282699,1532
2410,NW_022145606.1,42371725,42373135,1410
2411,NW_022145606.1,43056073,43060013,3940
2412,NW_022145606.1,43343273,43345411,2138
2413,NW_022145606.1,43673504,43675020,1516
2414,NW_022145606.1,44278180,44281970,3790
2415,NW_022145606.1,45010012,45010013,1
2416,NW_022145606.1,45157273,45157710,437
2417,NW_022145606.1,45530892,45538909,8017
2418,NW_022145606.1,45611854,45612491,637
2419,NW_022145606.1,45682363,45685254,2891
2420,NW_022145606.1,45790601,45794764,4163
2421,NW_022145606.1,46147070,46147136,66
2422,NW_022145606.1,46335585,46337637,2052
2423,NW_022145606.1,47089452,47091064,1612
2424,NW_022145606.1,47393907,47395805,1898
2425,NW_022145606.1,47590029,47591746,1717
2426,NW_022145606.1,47702616,47703892,1276
2427,NW_022145606.1,47707397,47708274,877
2428,NW_022145606.1,48462529,48471992,9463
2429,NW_022145606.1,48779387,48781823,2436
2430,NW_022145606.1,49186753,49187833,1080
2431,NW_022145606.1,49292646,49292895,249
2432,NW_022145606.1,49472264,49476443,4179
2433,NW_022145606.1,49648270,49650125,1855
2434,NW_022145606.1,49649129,49649633,504
2435,NW_022145606.1,50152285,50154656,2371
2436,NW_022145606.1,50176623,50176672,49
2437,NW_022145606.1,50207930,50208389,459
2438,NW_022145606.1,50215713,50220818,5105
2439,NW_022145606.1,50224954,50226134,1180
2440,NW_022145606.1,50225372,50240036,14664
2441,NW_022145606.1,50474646,50478079,3433
2442,NW_022145606.1,50479180,50481770,2590
2443,NW_022145606.1,50488478,50489004,526
2444,NW_022145606.1,50563210,50570240,7030
2445,NW_022145606.1,50577543,50584008,6465
2446,NW_022145606.1,50728633,50732859,4226
2447,NW_022145606.1,51437752,51438860,1108
2448,NW_022145606.1,51528032,51531365,3333
2449,NW_022145606.1,51747004,51747838,834
2450,NW_022145606.1,51752200,51753388,1188
2451,NW_022145606.1,51757807,51760233,2426
2452,NW_022145606.1,52003516,52003584,68
2453,NW_022145606.1,52296238,52299034,2796
2454,NW_022145607.1,138391,146983,8592
2455,NW_022145607.1,268831,275420,6589
2456,NW_022145607.1,569817,570117,300
2457,NW_022145607.1,873956,874526,570
2458,NW_022145607.1,1299880,1301978,2098
2459,NW_022145607.1,2039281,2043524,4243
2460,NW_022145607.1,2075058,2079451,4393
2461,NW_022145607.1,2263750,2264930,1180
2462,NW_022145607.1,2682468,2685973,3505
2463,NW_022145607.1,3106218,3131660,25442
2464,NW_022145607.1,3166065,3167707,1642
2465,NW_022145607.1,3178234,3178619,385
2466,NW_022145607.1,3483908,3484568,660
2467,NW_022145607.1,4130865,4136170,5305
2468,NW_022145607.1,4132286,4133906,1620
2469,NW_022145607.1,4502789,4502794,5
2470,NW_022145607.1,4521338,4533795,12457
2471,NW_022145607.1,4541126,4590542,49416
2472,NW_022145607.1,4594095,4605084,10989
2473,NW_022145607.1,4618347,4656003,37656
2474,NW_022145607.1,4663659,4668792,5133
2475,NW_022145607.1,4678370,4702491,24121
2476,NW_022145607.1,4805409,4806626,1217
2477,NW_022145607.1,5049394,5049489,95
2478,NW_022145607.1,5062086,5063917,1831
2479,NW_022145607.1,6435169,6438976,3807
2480,NW_022145607.1,7229445,7229984,539
2481,NW_022145607.1,7237479,7238579,1100
2482,NW_022145607.1,7250999,7252561,1562
2483,NW_022145607.1,7365082,7367365,2283
2484,NW_022145607.1,7644735,7651087,6352
2485,NW_022145607.1,8765582,8769121,3539
2486,NW_022145607.1,9321192,9323050,1858
2487,NW_022145607.1,9665963,9669016,3053
2488,NW_022145607.1,10046250,10048893,2643
2489,NW_022145607.1,10245334,10248098,2764
2490,NW_022145607.1,10252671,10253612,941
2491,NW_022145607.1,10458980,10459186,206
2492,NW_022145607.1,10890176,10891067,891
2493,NW_022145607.1,10941269,10943409,2140
2494,NW_022145607.1,11329603,11331748,2145
2495,NW_022145607.1,11668464,11671992,3528
2496,NW_022145607.1,11741678,11741820,142
2497,NW_022145607.1,12122870,12126464,3594
2498,NW_022145607.1,12242449,12246997,4548
2499,NW_022145607.1,12272078,12274192,2114
2500,NW_022145607.1,12548099,12551242,3143
2501,NW_022145607.1,13039358,13041061,1703
2502,NW_022145607.1,13067391,13069763,2372
2503,NW_022145607.1,13076128,13081608,5480
2504,NW_022145607.1,13103746,13114294,10548
2505,NW_022145607.1,13483046,13487413,4367
2506,NW_022145607.1,13502490,13530307,27817
2507,NW_022145607.1,13537270,13542468,5198
2508,NW_022145607.1,13546030,13562189,16159
2509,NW_022145607.1,13508731,13510330,1599
2510,NW_022145607.1,13770023,13772091,2068
2511,NW_022145607.1,13831631,13831781,150
