chr,start,stop
NW_022145613.1,35472738.0,35486733.0
NW_022145613.1,35488267.0,35562295.0
NW_022145613.1,35597624.0,35644513.0
NW_022145613.1,35683538.0,35739915.0
NW_022145613.1,35756839.0,35785196.0
NW_022145613.1,35796857.0,35832548.0
NW_022145613.1,35847100.0,35855190.0
NW_022145613.1,35858966.0,35868888.0
NW_022145613.1,35873662.0,35908510.0
NW_022145613.1,35910056.0,35963441.0
NW_022145613.1,35965819.0,35973907.0
NW_022145613.1,35974504.0,36062289.0
NW_022145613.1,36063558.0,36073318.0
NW_022145613.1,36076661.0,36079930.0
NW_022145613.1,36081444.0,36086463.0
NW_022145613.1,36096289.0,36104636.0
NW_022145613.1,36107833.0,36124688.0
NW_022145613.1,36143797.0,36144919.0
NW_022145613.1,36190997.0,36200201.0
NW_022145613.1,36228855.0,36234871.0
NW_022145613.1,36244100.0,36273156.0
NW_022145613.1,36279150.0,36290898.0
NW_022145613.1,36291936.0,36301448.0
NW_022145613.1,36302188.0,36334187.0
NW_022145613.1,36341571.0,36350077.0
NW_022145613.1,36366386.0,36373991.0
NW_022145613.1,36399139.0,36405821.0
NW_022145613.1,36406260.0,36413164.0
NW_022145613.1,36414285.0,36427379.0
NW_022145613.1,36430597.0,36465044.0
NW_022145613.1,36466084.0,36488453.0
NW_022145613.1,36489435.0,36522553.0
NW_022145613.1,36523692.0,36534073.0
NW_022145613.1,36542382.0,36580058.0
NW_022145613.1,36586067.0,36601014.0
NW_022145613.1,36604008.0,36613785.0
NW_022145613.1,36618590.0,36627934.0
NW_022145613.1,36669331.0,36689310.0
NW_022145613.1,36696972.0,36735344.0
NW_022145613.1,36737170.0,36742860.0
NW_022145613.1,36761121.0,36782771.0
NW_022145613.1,36785165.0,36788211.0
NW_022145613.1,36794260.0,36805020.0
NW_022145613.1,36866520.0,36869756.0
NW_022145613.1,36877308.0,36893546.0
NW_022145613.1,36921622.0,36941207.0
NW_022145613.1,36943688.0,36970648.0
NW_022145613.1,36980526.0,37024893.0
NW_022145613.1,37026399.0,37030984.0
NW_022145613.1,37050220.0,37153044.0
NW_022145613.1,37154317.0,37173503.0
NW_022145613.1,37176788.0,37179987.0
NW_022145613.1,37194031.0,37219839.0
NW_022145613.1,37221720.0,37232394.0
NW_022145613.1,37240799.0,37266059.0
NW_022145613.1,37269897.0,37284464.0
NW_022145613.1,37284704.0,37286776.0
NW_022145613.1,37299767.0,37378743.0
NW_022145613.1,37390628.0,37414248.0
NW_022145613.1,37420738.0,37438495.0
NW_022145613.1,37439807.0,37446738.0
NW_022145613.1,37454815.0,37476121.0
NW_022145613.1,37490444.0,37492515.0
NW_022145613.1,37493884.0,37528261.0
NW_022145613.1,37530985.0,37539105.0
NW_022145613.1,37543114.0,37551904.0
NW_022145613.1,37554637.0,37584563.0
NW_022145613.1,37592603.0,37623648.0
NW_022145613.1,37627775.0,37711477.0
NW_022145613.1,37716290.0,37742013.0
NW_022145613.1,37742685.0,37759227.0
NW_022145613.1,37763171.0,37804700.0
NW_022145613.1,37815004.0,37818537.0
NW_022145613.1,37822119.0,37839336.0
NW_022145613.1,37839652.0,37855846.0
NW_022145613.1,37859363.0,37863468.0
NW_022145613.1,37867968.0,37873764.0
NW_022145613.1,37877354.0,37896474.0
NW_022145613.1,37901958.0,37920722.0
NW_022145613.1,37922501.0,37927012.0
NW_022145613.1,37931453.0,37935416.0
NW_022145613.1,37938004.0,37967517.0
NW_022145613.1,37971482.0,37989256.0
NW_022145613.1,37991775.0,38143968.0
NW_022145613.1,38155136.0,38182889.0
NW_022145613.1,38186047.0,38192904.0
NW_022145613.1,38193441.0,38198542.0
NW_022145613.1,38200226.0,38203974.0
NW_022145613.1,38243794.0,38267012.0
NW_022145613.1,38270758.0,38312154.0
NW_022145613.1,38318868.0,38327098.0
NW_022145613.1,38331028.0,38363286.0
NW_022145613.1,38367448.0,38397711.0
NW_022145613.1,38418212.0,38435830.0
NW_022145613.1,38441295.0,38464067.0
NW_022145613.1,38468099.0,38479006.0
NW_022145613.1,38479255.0,38521266.0
NW_022145613.1,38526230.0,38591895.0
NW_022145613.1,38593219.0,38619361.0
NW_022145613.1,38727716.0,38751395.0
NW_022145613.1,38758678.0,38780297.0
NW_022145613.1,38786588.0,38794205.0
NW_022145613.1,38795042.0,38811107.0
NW_022145613.1,38815495.0,38856947.0
NW_022145613.1,38860539.0,38902352.0
NW_022145613.1,38904399.0,38914395.0
NW_022145613.1,38914666.0,38973306.0
NW_022145613.1,38979800.0,38981872.0
NW_022145613.1,38984103.0,38989858.0
NW_022145613.1,38990434.0,38998516.0
NW_022145613.1,39005201.0,39009423.0
NW_022145613.1,39015229.0,39039445.0
NW_022145613.1,39040539.0,39050971.0
NW_022145613.1,39057933.0,39097537.0
NW_022145613.1,39107324.0,39175696.0
NW_022145613.1,39201628.0,39203709.0
NW_022145613.1,39230025.0,39257833.0
NW_022145613.1,39323874.0,39330512.0
NW_022145613.1,39346910.0,39371219.0
NW_022145613.1,39380588.0,39414292.0
NW_022145613.1,39438868.0,39444201.0
NW_022145613.1,39447047.0,39450274.0
NW_022145613.1,39457225.0,39590249.0
NW_022145613.1,39595138.0,39621365.0
NW_022145614.1,20674.0,60161.0
NW_022145614.1,65018.0,126607.0
NW_022145614.1,130561.0,147152.0
NW_022145614.1,156224.0,225482.0
NW_022145614.1,227805.0,239978.0
NW_022145614.1,242385.0,261047.0
NW_022145614.1,264653.0,279716.0
NW_022145614.1,284060.0,311577.0
NW_022145614.1,313596.0,365921.0
NW_022145614.1,373172.0,379130.0
NW_022145614.1,391461.0,401960.0
NW_022145614.1,403224.0,435716.0
NW_022145614.1,442094.0,452049.0
NW_022145614.1,460338.0,467478.0
NW_022145614.1,483153.0,499202.0
NW_022145614.1,500918.0,533952.0
NW_022145614.1,578854.0,587017.0
NW_022145614.1,591863.0,594686.0
NW_022145614.1,615476.0,651286.0
NW_022145614.1,657550.0,693600.0
NW_022145614.1,696488.0,703525.0
NW_022145614.1,706054.0,719760.0
NW_022145614.1,729532.0,784281.0
NW_022145614.1,785753.0,798988.0
NW_022145614.1,814972.0,818359.0
NW_022145614.1,826838.0,851810.0
NW_022145614.1,915904.0,996938.0
NW_022145614.1,1017979.0,1034920.0
NW_022145614.1,1038698.0,1138002.0
NW_022145614.1,1167562.0,1176339.0
NW_022145614.1,1190527.0,1201368.0
NW_022145614.1,1208353.0,1213824.0
NW_022145614.1,1229698.0,1240457.0
NW_022145614.1,1247469.0,1255267.0
NW_022145614.1,1267988.0,1271010.0
NW_022145614.1,1289781.0,1315199.0
NW_022145614.1,1316419.0,1331643.0
NW_022145614.1,1345569.0,1358894.0
NW_022145614.1,1359865.0,1385288.0
NW_022145614.1,1385438.0,1407927.0
NW_022145614.1,1418075.0,1431048.0
NW_022145614.1,1434930.0,1447719.0
NW_022145614.1,1448670.0,1469335.0
NW_022145614.1,1481513.0,1499783.0
NW_022145614.1,1511978.0,1544236.0
NW_022145614.1,1544503.0,1585076.0
NW_022145614.1,1585415.0,1657796.0
NW_022145614.1,1661295.0,1664616.0
NW_022145614.1,1679688.0,1682851.0
NW_022145614.1,1684806.0,1689254.0
NW_022145614.1,1703689.0,1712863.0
NW_022145614.1,1721685.0,1737372.0
NW_022145614.1,1745865.0,1774885.0
NW_022145614.1,1781977.0,1786896.0
NW_022145614.1,1787400.0,1802918.0
NW_022145614.1,1806124.0,1869711.0
NW_022145614.1,1872370.0,1885552.0
NW_022145614.1,1894447.0,1952300.0
NW_022145614.1,1953092.0,1960050.0
NW_022145614.1,1965309.0,1968548.0
NW_022145614.1,1976529.0,1986083.0
NW_022145614.1,1986770.0,1992535.0
NW_022145614.1,1996307.0,2016451.0
NW_022145614.1,2019665.0,2036975.0
NW_022145614.1,2037954.0,2049399.0
NW_022145614.1,2051051.0,2066570.0
NW_022145614.1,2069458.0,2075101.0
NW_022145614.1,2077718.0,2088306.0
NW_022145614.1,2092358.0,2141272.0
NW_022145614.1,2146266.0,2165848.0
NW_022145614.1,2171354.0,2183988.0
NW_022145614.1,2191617.0,2215291.0
NW_022145614.1,2234780.0,2240974.0
NW_022145614.1,2267219.0,2283730.0
NW_022145614.1,2291421.0,2307010.0
NW_022145614.1,2310301.0,2326626.0
NW_022145614.1,2331748.0,2335934.0
NW_022145614.1,2376346.0,2386538.0
NW_022145614.1,2400484.0,2414255.0
NW_022145614.1,2418543.0,2431011.0
NW_022145614.1,2437245.0,2454170.0
NW_022145614.1,2457324.0,2464692.0
NW_022145614.1,2468619.0,2473517.0
NW_022145614.1,2477489.0,2515530.0
NW_022145614.1,2516029.0,2530980.0
NW_022145614.1,2542921.0,2576657.0
NW_022145614.1,2583177.0,2588041.0
NW_022145614.1,2591900.0,2603941.0
NW_022145614.1,2611398.0,2614010.0
NW_022145614.1,2614215.0,2619296.0
NW_022145614.1,2636740.0,2653839.0
NW_022145614.1,2656892.0,2697031.0
NW_022145614.1,2701586.0,2713939.0
NW_022145614.1,2720228.0,2729956.0
NW_022145614.1,2737511.0,2749094.0
NW_022145614.1,2749439.0,2764840.0
NW_022145614.1,2769926.0,2796970.0
NW_022145614.1,2801480.0,2818322.0
NW_022145614.1,2826548.0,2864174.0
NW_022145614.1,2870717.0,2902673.0
NW_022145614.1,2909917.0,2938756.0
NW_022145614.1,2938794.0,2952986.0
NW_022145614.1,2953477.0,2998456.0
NW_022145614.1,3001031.0,3049020.0
NW_022145614.1,3049756.0,3053244.0
NW_022145614.1,3058224.0,3068075.0
NW_022145614.1,3071287.0,3083463.0
NW_022145614.1,3113339.0,3118463.0
NW_022145614.1,3119461.0,3149441.0
NW_022145614.1,3150330.0,3157993.0
NW_022145614.1,3168407.0,3181600.0
NW_022145614.1,3191584.0,3217933.0
NW_022145614.1,3223508.0,3259686.0
NW_022145614.1,3299157.0,3318411.0
NW_022145614.1,3347568.0,3404418.0
NW_022145614.1,3405800.0,3416430.0
NW_022145614.1,3420135.0,3426701.0
NW_022145614.1,3463952.0,3470531.0
NW_022145614.1,3481738.0,3506928.0
NW_022145614.1,3544992.0,3547474.0
NW_022145614.1,3550547.0,3556908.0
NW_022145614.1,3558888.0,3569546.0
NW_022145614.1,3569822.0,3608501.0
NW_022145614.1,3609237.0,3624742.0
NW_022145614.1,3626681.0,3672065.0
NW_022145614.1,3673680.0,3703581.0
NW_022145614.1,3711810.0,3728617.0
NW_022145614.1,3729722.0,3739758.0
NW_022145614.1,3748460.0,3757522.0
NW_022145614.1,3757866.0,3768210.0
NW_022145614.1,3768467.0,3839006.0
NW_022145614.1,3843391.0,3853013.0
NW_022145614.1,3854139.0,3857211.0
NW_022145614.1,3857490.0,3903356.0
NW_022145614.1,3904778.0,3938531.0
NW_022145614.1,4067699.0,4073787.0
NW_022145614.1,4091027.0,4095012.0
NW_022145614.1,4097803.0,4111561.0
NW_022145614.1,4112730.0,4141454.0
NW_022145614.1,4148419.0,4162318.0
NW_022145614.1,4165252.0,4198262.0
NW_022145614.1,4203517.0,4250816.0
NW_022145614.1,4257043.0,4267701.0
NW_022145614.1,4276626.0,4281198.0
NW_022145614.1,4282177.0,4287894.0
NW_022145614.1,4314774.0,4340598.0
NW_022145614.1,4340704.0,4420318.0
NW_022145614.1,4423315.0,4429784.0
NW_022145614.1,4431658.0,4504589.0
NW_022145614.1,4506922.0,4522625.0
NW_022145614.1,4529246.0,4532999.0
NW_022145614.1,4544088.0,4555614.0
NW_022145614.1,4570148.0,4585076.0
NW_022145614.1,4587371.0,4597541.0
NW_022145614.1,4602179.0,4641934.0
NW_022145614.1,4753641.0,4775965.0
NW_022145614.1,4776827.0,4796591.0
NW_022145614.1,4812284.0,4818102.0
NW_022145614.1,4831809.0,4881313.0
NW_022145614.1,4887700.0,4983176.0
NW_022145614.1,4992297.0,5012016.0
NW_022145614.1,5012412.0,5032046.0
NW_022145614.1,5037684.0,5065934.0
NW_022145614.1,5072095.0,5114239.0
NW_022145614.1,5131830.0,5157722.0
NW_022145614.1,5157766.0,5171971.0
NW_022145614.1,5176600.0,5205666.0
NW_022145614.1,5298982.0,5414572.0
NW_022145614.1,5419945.0,5457555.0
NW_022145614.1,5460407.0,5473565.0
NW_022145614.1,5473715.0,5514072.0
NW_022145614.1,5531761.0,5537738.0
NW_022145614.1,5571481.0,5580281.0
NW_022145614.1,5580805.0,5655483.0
NW_022145614.1,5668495.0,5688778.0
NW_022145614.1,5702006.0,5718234.0
NW_022145614.1,5751765.0,5795837.0
NW_022145614.1,5808155.0,5814181.0
NW_022145614.1,5923802.0,5945087.0
NW_022145614.1,5991949.0,6056032.0
NW_022145614.1,6059032.0,6063103.0
NW_022145614.1,6136950.0,6159553.0
NW_022145614.1,6169219.0,6177195.0
NW_022145614.1,6180355.0,6198244.0
NW_022145614.1,6203864.0,6220515.0
NW_022145614.1,6229625.0,6235747.0
NW_022145614.1,6238763.0,6284000.0
NW_022145614.1,6286957.0,6295646.0
NW_022145614.1,6297302.0,6300962.0
NW_022145614.1,6312414.0,6321917.0
NW_022145614.1,6327078.0,6336769.0
NW_022145614.1,6353350.0,6355422.0
NW_022145614.1,6359440.0,6390032.0
NW_022145614.1,6393176.0,6397428.0
NW_022145614.1,6431133.0,6438619.0
NW_022145614.1,6439099.0,6441171.0
NW_022145614.1,6458315.0,6464161.0
NW_022145614.1,6652798.0,6658386.0
NW_022145614.1,6678792.0,6736455.0
NW_022145614.1,6800695.0,6813123.0
NW_022145614.1,6815435.0,6825048.0
NW_022145614.1,6830869.0,6838433.0
NW_022145614.1,6844568.0,6862553.0
NW_022145614.1,6887296.0,6906156.0
NW_022145614.1,6918356.0,6955067.0
NW_022145614.1,6959371.0,6996180.0
NW_022145614.1,7002454.0,7020364.0
NW_022145614.1,7021773.0,7033602.0
NW_022145614.1,7036966.0,7053427.0
NW_022145614.1,7121361.0,7126869.0
NW_022145614.1,7135516.0,7138450.0
NW_022145614.1,7140314.0,7164314.0
NW_022145614.1,7172025.0,7246405.0
NW_022145614.1,7248564.0,7269106.0
NW_022145614.1,7281061.0,7319013.0
NW_022145614.1,7327318.0,7334159.0
NW_022145614.1,7337877.0,7343631.0
NW_022145614.1,7344512.0,7357869.0
NW_022145614.1,7360970.0,7410383.0
NW_022145614.1,7416383.0,7432076.0
NW_022145614.1,7446303.0,7500036.0
NW_022145614.1,7500597.0,7528417.0
NW_022145614.1,7529493.0,7598219.0
NW_022145614.1,7602771.0,7617565.0
NW_022145614.1,7618670.0,7634555.0
NW_022145614.1,7659902.0,7684452.0
NW_022145614.1,7694176.0,7710990.0
NW_022145614.1,7783732.0,7794452.0
NW_022145614.1,7800274.0,7845809.0
NW_022145614.1,7846995.0,7854489.0
NW_022145614.1,7863696.0,7867529.0
NW_022145614.1,7867779.0,7872846.0
NW_022145614.1,7873344.0,7883938.0
NW_022145614.1,7901379.0,7907396.0
NW_022145614.1,7910167.0,7940462.0
NW_022145614.1,7944879.0,7954967.0
NW_022145614.1,7958550.0,7965728.0
NW_022145614.1,7966037.0,7983890.0
NW_022145614.1,7986351.0,7991142.0
NW_022145614.1,7995348.0,8033173.0
NW_022145614.1,8033919.0,8046485.0
NW_022145614.1,8050470.0,8167241.0
NW_022145614.1,8170979.0,8196649.0
NW_022145614.1,8200221.0,8205299.0
NW_022145614.1,8206288.0,8217522.0
NW_022145614.1,8226431.0,8266914.0
NW_022145614.1,8317316.0,8322901.0
NW_022145614.1,8323556.0,8340805.0
NW_022145614.1,8342054.0,8358424.0
NW_022145614.1,8362291.0,8376246.0
NW_022145614.1,8377429.0,8403062.0
NW_022145614.1,8404634.0,8423046.0
NW_022145614.1,8425800.0,8461622.0
NW_022145614.1,8465183.0,8470935.0
NW_022145614.1,8480539.0,8484430.0
NW_022145614.1,8496166.0,8514806.0
NW_022145614.1,8518020.0,8535279.0
NW_022145614.1,8538133.0,8559779.0
NW_022145614.1,8560995.0,8676091.0
NW_022145614.1,8680604.0,8715033.0
NW_022145614.1,8743964.0,8770788.0
NW_022145614.1,8822968.0,8917931.0
NW_022145614.1,8920847.0,8926190.0
NW_022145614.1,8946699.0,8958942.0
NW_022145614.1,8966522.0,8976731.0
NW_022145614.1,8980244.0,8987406.0
NW_022145614.1,8987447.0,8993315.0
NW_022145614.1,8998151.0,9034241.0
NW_022145614.1,9044349.0,9058817.0
NW_022145614.1,9061777.0,9076378.0
NW_022145614.1,9080831.0,9098790.0
NW_022145614.1,9105974.0,9136390.0
NW_022145614.1,9136718.0,9147261.0
NW_022145614.1,9149422.0,9158176.0
NW_022145614.1,9163580.0,9194489.0
NW_022145614.1,9200081.0,9213607.0
NW_022145614.1,9217734.0,9234152.0
NW_022145614.1,9249227.0,9270897.0
NW_022145614.1,9283351.0,9288784.0
NW_022145614.1,9302066.0,9325829.0
NW_022145614.1,9329089.0,9332171.0
NW_022145614.1,9343376.0,9361368.0
NW_022145614.1,9392578.0,9398862.0
NW_022145614.1,9403445.0,9421001.0
NW_022145614.1,9430944.0,9445144.0
NW_022145614.1,9458872.0,9470435.0
NW_022145614.1,9479389.0,9530693.0
NW_022145614.1,9541726.0,9544825.0
NW_022145614.1,9550591.0,9567443.0
NW_022145614.1,9574306.0,9588813.0
NW_022145614.1,9591928.0,9620366.0
NW_022145614.1,9649605.0,9657274.0
NW_022145614.1,9657597.0,9668076.0
NW_022145614.1,9668658.0,9693485.0
NW_022145614.1,9720313.0,9731531.0
NW_022145614.1,9737082.0,9763845.0
NW_022145614.1,9771599.0,9774801.0
NW_022145614.1,9798411.0,9801613.0
NW_022145614.1,9823869.0,9861529.0
NW_022145614.1,9892604.0,9931550.0
NW_022145614.1,9932410.0,10009957.0
NW_022145614.1,10013690.0,10019868.0
NW_022145614.1,10056628.0,10065380.0
NW_022145614.1,10075103.0,10092932.0
NW_022145614.1,10123036.0,10148221.0
NW_022145614.1,10155531.0,10189164.0
NW_022145614.1,10189910.0,10192245.0
NW_022145614.1,10236149.0,10241834.0
NW_022145614.1,10250751.0,10272074.0
NW_022145614.1,10275026.0,10291571.0
NW_022145614.1,10295836.0,10328751.0
NW_022145614.1,10387533.0,10418958.0
NW_022145614.1,10427239.0,10436272.0
NW_022145614.1,10442470.0,10479307.0
NW_022145614.1,10483263.0,10503608.0
NW_022145614.1,10504973.0,10518882.0
NW_022145614.1,10521191.0,10540310.0
NW_022145614.1,10579281.0,10624172.0
NW_022145614.1,10666404.0,10705383.0
NW_022145614.1,10706740.0,10721813.0
NW_022145614.1,10779783.0,10803874.0
NW_022145614.1,10804306.0,10842117.0
NW_022145614.1,10845630.0,10854612.0
NW_022145614.1,10857233.0,10866338.0
NW_022145614.1,10867493.0,10894464.0
NW_022145614.1,10898127.0,10908370.0
NW_022145614.1,10908933.0,10931259.0
NW_022145614.1,10934957.0,10955324.0
NW_022145614.1,10967927.0,10971139.0
NW_022145614.1,10980114.0,10994454.0
NW_022145614.1,10995551.0,11025306.0
NW_022145614.1,11052520.0,11068605.0
NW_022145614.1,11070623.0,11076444.0
NW_022145614.1,11076877.0,11094824.0
NW_022145614.1,11103086.0,11114505.0
NW_022145614.1,11115226.0,11134198.0
NW_022145614.1,11141525.0,11156656.0
NW_022145614.1,11161017.0,11179516.0
NW_022145614.1,11194515.0,11221183.0
NW_022145614.1,11237413.0,11263297.0
NW_022145614.1,11263375.0,11305471.0
NW_022145614.1,11310280.0,11319084.0
NW_022145614.1,11351350.0,11401015.0
NW_022145614.1,11407762.0,11450573.0
NW_022145614.1,11464468.0,11473075.0
NW_022145614.1,11530666.0,11548484.0
NW_022145614.1,11599695.0,11613327.0
NW_022145614.1,11620363.0,11651506.0
NW_022145614.1,11659770.0,11678005.0
NW_022145614.1,11681981.0,11700826.0
NW_022145614.1,11702385.0,11726378.0
NW_022145614.1,11748049.0,11784778.0
NW_022145614.1,11789879.0,11804094.0
NW_022145614.1,11812331.0,11822730.0
NW_022145614.1,11834630.0,11840977.0
NW_022145614.1,11850745.0,11868263.0
NW_022145614.1,11875374.0,11887863.0
NW_022145614.1,11914886.0,11923592.0
NW_022145614.1,11969196.0,11979025.0
NW_022145614.1,11992263.0,11996596.0
NW_022145614.1,12002779.0,12011040.0
NW_022145614.1,12024626.0,12027117.0
NW_022145614.1,12030587.0,12054886.0
NW_022145614.1,12060801.0,12063265.0
NW_022145614.1,12064325.0,12123057.0
NW_022145614.1,12129292.0,12155260.0
NW_022145614.1,12155519.0,12177489.0
NW_022145614.1,12185339.0,12217478.0
NW_022145614.1,12218250.0,12264313.0
NW_022145614.1,12316158.0,12366792.0
NW_022145614.1,12380560.0,12395358.0
NW_022145614.1,12401009.0,12455030.0
NW_022145614.1,12465871.0,12467942.0
NW_022145614.1,12493220.0,12496800.0
NW_022145614.1,12497992.0,12500063.0
NW_022145614.1,12503545.0,12512977.0
NW_022145614.1,12582864.0,12618151.0
NW_022145614.1,12632646.0,12636984.0
NW_022145614.1,12652254.0,12705003.0
NW_022145614.1,12707813.0,12715247.0
NW_022145614.1,12715740.0,12735388.0
NW_022145614.1,12737926.0,12742624.0
NW_022145614.1,12753427.0,12779290.0
NW_022145614.1,12779766.0,12805142.0
NW_022145614.1,12818709.0,12847863.0
NW_022145614.1,12881190.0,12901204.0
NW_022145614.1,12905601.0,12910568.0
NW_022145614.1,12918755.0,12948992.0
NW_022145614.1,12974718.0,12979460.0
NW_022145614.1,13027318.0,13038439.0
NW_022145614.1,13042175.0,13053843.0
NW_022145614.1,13080167.0,13088087.0
NW_022145614.1,13091190.0,13102427.0
NW_022145614.1,13104617.0,13115723.0
NW_022145614.1,13121857.0,13128668.0
NW_022145614.1,13130997.0,13141231.0
NW_022145614.1,13207704.0,13244746.0
NW_022145614.1,13252813.0,13279420.0
NW_022145614.1,13279566.0,13298481.0
NW_022145614.1,13307865.0,13315148.0
NW_022145614.1,13333862.0,13340306.0
NW_022145614.1,13351421.0,13410924.0
NW_022145614.1,13434800.0,13453426.0
NW_022145614.1,13494730.0,13508862.0
NW_022145614.1,13527095.0,13586323.0
NW_022145614.1,13588650.0,13603762.0
NW_022145614.1,13614870.0,13628862.0
NW_022145614.1,13636161.0,13646862.0
NW_022145614.1,13649396.0,13723946.0
NW_022145614.1,13732156.0,13783517.0
NW_022145614.1,13784434.0,13812893.0
NW_022145614.1,13818524.0,13825802.0
NW_022145614.1,13826586.0,13835829.0
NW_022145614.1,13896685.0,13951496.0
NW_022145614.1,13959493.0,13999859.0
NW_022145614.1,14038615.0,14075162.0
NW_022145614.1,14080877.0,14089918.0
NW_022145614.1,14133001.0,14151590.0
NW_022145614.1,14194393.0,14241508.0
NW_022145614.1,14271424.0,14301054.0
NW_022145614.1,14307685.0,14324973.0
NW_022145614.1,14344173.0,14365395.0
NW_022145614.1,14369299.0,14390458.0
NW_022145614.1,14393206.0,14457217.0
NW_022145614.1,14462772.0,14513735.0
NW_022145614.1,14531091.0,14588919.0
NW_022145614.1,14589593.0,14599500.0
NW_022145614.1,14602992.0,14637217.0
NW_022145614.1,14648010.0,14660599.0
NW_022145614.1,14668902.0,14717926.0
NW_022145614.1,14737136.0,14743256.0
NW_022145614.1,14845203.0,14863457.0
NW_022145614.1,14869361.0,14918517.0
NW_022145614.1,14920725.0,14929231.0
NW_022145614.1,14936385.0,14945498.0
NW_022145614.1,14956032.0,14975204.0
NW_022145614.1,14981776.0,14991223.0
NW_022145614.1,15055861.0,15060034.0
NW_022145614.1,15075479.0,15094636.0
NW_022145614.1,15134671.0,15182761.0
NW_022145614.1,15183599.0,15194299.0
NW_022145614.1,15251008.0,15258685.0
NW_022145614.1,15262643.0,15268182.0
NW_022145614.1,15268455.0,15290978.0
NW_022145614.1,15297977.0,15314690.0
NW_022145614.1,15319041.0,15346203.0
NW_022145614.1,15346535.0,15359014.0
NW_022145614.1,15359829.0,15392880.0
NW_022145614.1,15449639.0,15453326.0
NW_022145614.1,15467353.0,15504692.0
NW_022145614.1,15521787.0,15524932.0
NW_022145614.1,15529507.0,15581898.0
NW_022145614.1,15585243.0,15679527.0
NW_022145614.1,15770918.0,15806372.0
NW_022145614.1,15821171.0,15840673.0
NW_022145614.1,15848177.0,15863764.0
NW_022145614.1,15867925.0,15884484.0
NW_022145614.1,15890917.0,15911456.0
NW_022145614.1,15918900.0,15951044.0
NW_022145614.1,15970962.0,15980104.0
NW_022145614.1,16001990.0,16024910.0
NW_022145614.1,16030795.0,16049259.0
NW_022145614.1,16053032.0,16077516.0
NW_022145614.1,16079239.0,16125387.0
NW_022145614.1,16132316.0,16134386.0
NW_022145614.1,16139346.0,16157020.0
NW_022145614.1,16162569.0,16193570.0
NW_022145614.1,16196695.0,16239449.0
NW_022145614.1,16240543.0,16282334.0
NW_022145614.1,16285693.0,16291346.0
NW_022145614.1,16298066.0,16327134.0
NW_022145614.1,16341439.0,16386708.0
NW_022145614.1,16401577.0,16436670.0
NW_022145614.1,16451971.0,16472576.0
NW_022145614.1,16475157.0,16477909.0
NW_022145614.1,16490981.0,16503368.0
NW_022145614.1,16513700.0,16528133.0
NW_022145614.1,16533219.0,16554016.0
NW_022145614.1,16644791.0,16655728.0
NW_022145614.1,16700554.0,16705776.0
NW_022145614.1,16713082.0,16723351.0
NW_022145614.1,16794318.0,16803723.0
NW_022145614.1,16809017.0,16814056.0
NW_022145614.1,16831969.0,16866136.0
NW_022145614.1,16888379.0,16898281.0
NW_022145614.1,16917702.0,16928965.0
NW_022145614.1,16937828.0,16949257.0
NW_022145614.1,16969402.0,16981399.0
NW_022145614.1,16984622.0,16990115.0
NW_022145614.1,16997140.0,17041251.0
NW_022145614.1,17057821.0,17090947.0
NW_022145614.1,17093353.0,17123111.0
NW_022145614.1,17127887.0,17130639.0
NW_022145614.1,17142167.0,17154125.0
NW_022145614.1,17156738.0,17172435.0
NW_022145614.1,17185489.0,17198824.0
NW_022145614.1,17299508.0,17302530.0
NW_022145614.1,17322604.0,17332465.0
NW_022145614.1,17342277.0,17348934.0
NW_022145614.1,17353412.0,17360428.0
NW_022145614.1,17366522.0,17376795.0
NW_022145614.1,17424325.0,17434662.0
NW_022145614.1,17444599.0,17454012.0
NW_022145614.1,17464245.0,17469280.0
NW_022145614.1,17487330.0,17521568.0
NW_022145614.1,17539111.0,17548840.0
NW_022145614.1,17586735.0,17596990.0
NW_022145614.1,17644026.0,17646754.0
NW_022145614.1,17646800.0,17650881.0
NW_022145614.1,17661221.0,17665650.0
NW_022145614.1,17665673.0,17670934.0
NW_022145614.1,17690334.0,17702566.0
NW_022145614.1,17708882.0,17714211.0
NW_022145614.1,17728050.0,17742175.0
NW_022145614.1,17751342.0,17760578.0
NW_022145614.1,17764411.0,17770142.0
NW_022145614.1,17773626.0,17780952.0
NW_022145614.1,17790993.0,17800573.0
NW_022145614.1,17813794.0,17827787.0
NW_022145614.1,17833078.0,17844328.0
NW_022145614.1,17854491.0,17857408.0
NW_022145614.1,17858294.0,17894898.0
NW_022145614.1,17897447.0,17916665.0
NW_022145614.1,17916880.0,17940277.0
NW_022145614.1,17949959.0,17991863.0
NW_022145614.1,18031415.0,18048925.0
NW_022145614.1,18051129.0,18060570.0
NW_022145614.1,18062356.0,18073477.0
NW_022145614.1,18074738.0,18106048.0
NW_022145614.1,18111982.0,18162461.0
NW_022145614.1,18232425.0,18322786.0
NW_022145614.1,18330181.0,18376697.0
NW_022145614.1,18380549.0,18407344.0
NW_022145614.1,18411124.0,18468372.0
NW_022145614.1,18494993.0,18507250.0
NW_022145614.1,18508692.0,18521460.0
NW_022145614.1,18528457.0,18536397.0
NW_022145614.1,18549961.0,18566929.0
NW_022145614.1,18573167.0,18583046.0
NW_022145614.1,18652695.0,18659828.0
NW_022145614.1,18668753.0,18675170.0
NW_022145614.1,18702063.0,18750462.0
NW_022145614.1,18753561.0,18809070.0
NW_022145614.1,18812424.0,18822467.0
