yourlist:M202202226320BA52A5CE8FCD097CB85A53697A3542D570B	Entry	Entry name	Status	Protein names	Gene names	Organism	Length
LOC583107	A0A7M7PVQ3	A0A7M7PVQ3_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	1180
LOC100892981	A0A7M7GFT5	A0A7M7GFT5_STRPU	unreviewed	RING-type domain-containing protein		Strongylocentrotus purpuratus (Purple sea urchin)	398
LOC575367	A0A7M7TG93	A0A7M7TG93_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	546
LOC762372	A0A7M7SVF3	A0A7M7SVF3_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	543
LOC581162	A0A7M7T0A9	A0A7M7T0A9_STRPU	unreviewed	Tub domain-containing protein		Strongylocentrotus purpuratus (Purple sea urchin)	479
LOC100888455	A0A7M7NE26	A0A7M7NE26_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	242
LOC100891720	A0A7M7P8N7	A0A7M7P8N7_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	917
LOC100891720	A0A7M7PA60	A0A7M7PA60_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	498
LOC100891720	A0A7M7T1V0	A0A7M7T1V0_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	937
LOC100891720	A0A7M7T1W6	A0A7M7T1W6_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	535
LOC100892221	A0A7M7PAP1	A0A7M7PAP1_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	501
LOC584676	A0A7M7NW51	A0A7M7NW51_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	320
LOC755739	A0A7M7N9S0	A0A7M7N9S0_STRPU	unreviewed	C2 domain-containing protein		Strongylocentrotus purpuratus (Purple sea urchin)	871
LOC755739	A0A7M7N9Y4	A0A7M7N9Y4_STRPU	unreviewed	C2 domain-containing protein		Strongylocentrotus purpuratus (Purple sea urchin)	881
LOC755739	A0A7M7N9Y8	A0A7M7N9Y8_STRPU	unreviewed	C2 domain-containing protein		Strongylocentrotus purpuratus (Purple sea urchin)	880
LOC755739	A0A7M7NC23	A0A7M7NC23_STRPU	unreviewed	C2 domain-containing protein		Strongylocentrotus purpuratus (Purple sea urchin)	871
LOC755739	A0A7M7ND54	A0A7M7ND54_STRPU	unreviewed	C2 domain-containing protein		Strongylocentrotus purpuratus (Purple sea urchin)	870
LOC755739	A0A7M7SUZ3	A0A7M7SUZ3_STRPU	unreviewed	C2 domain-containing protein		Strongylocentrotus purpuratus (Purple sea urchin)	869
LOC755739	A0A7M7SV30	A0A7M7SV30_STRPU	unreviewed	C2 domain-containing protein		Strongylocentrotus purpuratus (Purple sea urchin)	854
LOC100892774	A0A7M7HEZ2	A0A7M7HEZ2_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	452
LOC105447376	A0A7M7HQK1	A0A7M7HQK1_STRPU	unreviewed	B box-type domain-containing protein		Strongylocentrotus purpuratus (Purple sea urchin)	585
LOC575920	A0A7M7N9Q6	A0A7M7N9Q6_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	1391
LOC105445103	A0A7M7NVP9	A0A7M7NVP9_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	813
LOC100891013	A0A7M7NF34	A0A7M7NF34_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	838
LOC100891013	A0A7M7NF41	A0A7M7NF41_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	803
LOC100891013	A0A7M7NFF6	A0A7M7NFF6_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	808
LOC100891013	A0A7M7NFM2	A0A7M7NFM2_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	813
LOC100891013	A0A7M7NHJ9	A0A7M7NHJ9_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	743
LOC115923516	A0A7M7NQR1	A0A7M7NQR1_STRPU	unreviewed	Laminin N-terminal domain-containing protein		Strongylocentrotus purpuratus (Purple sea urchin)	354
LOC579886	A0A7M7HHS6	A0A7M7HHS6_STRPU	unreviewed	Fibrinogen C-terminal domain-containing protein		Strongylocentrotus purpuratus (Purple sea urchin)	228
LOC594670	A0A7M7RHD7	A0A7M7RHD7_STRPU	unreviewed	G_PROTEIN_RECEP_F1_2 domain-containing protein		Strongylocentrotus purpuratus (Purple sea urchin)	364
LOC115917941	A0A7M7HIK0	A0A7M7HIK0_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	103
LOC577170	A0A7M7RFB6	A0A7M7RFB6_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	466
LOC588101	A0A7M7NJT5	A0A7M7NJT5_STRPU	unreviewed	Arrestin_C domain-containing protein		Strongylocentrotus purpuratus (Purple sea urchin)	420
LOC105436886	A0A7M7NPS2	A0A7M7NPS2_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	697
LOC105436886	A0A7M7NQ25	A0A7M7NQ25_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	698
LOC105436886	A0A7M7NS60	A0A7M7NS60_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	666
LOC105436886	A0A7M7NV29	A0A7M7NV29_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	648
LOC105436886	A0A7M7SY24	A0A7M7SY24_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	648
LOC105438416	A0A7M7NRP4	A0A7M7NRP4_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	2442
LOC105438416	A0A7M7SY98	A0A7M7SY98_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	2518
LOC105447249	A0A7M7LU36	A0A7M7LU36_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	493
LOC100888888	A0A7M7GJV9	A0A7M7GJV9_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	241
LOC100893594	A0A7M7HP95	A0A7M7HP95_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	207
LOC100893594	A0A7M7PJ13	A0A7M7PJ13_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	166
LOC115918057	A0A7M7NJJ8	A0A7M7NJJ8_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	191
LOC105440353	A0A7M7STN2	A0A7M7STN2_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	435
LOC100892874	A0A7M7LW42	A0A7M7LW42_STRPU	unreviewed	Acyl_transf_3 domain-containing protein		Strongylocentrotus purpuratus (Purple sea urchin)	708
LOC592193	A0A7M7NVZ3	A0A7M7NVZ3_STRPU	unreviewed	Phosphoinositide phospholipase C (EC 3.1.4.11)		Strongylocentrotus purpuratus (Purple sea urchin)	2965
LOC592572	A0A7M7N1Y6	A0A7M7N1Y6_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	499
LOC592192	A0A7M7PI75	A0A7M7PI75_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	308
LOC100889845	A0A7M7PUW4	A0A7M7PUW4_STRPU	unreviewed	DUF2428 domain-containing protein		Strongylocentrotus purpuratus (Purple sea urchin)	2083
LOC581868	A0A7M7N052	A0A7M7N052_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	1926
LOC105437575	A0A7M7T5R8	A0A7M7T5R8_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	182
LOC100888242	A0A7M7LLL5	A0A7M7LLL5_STRPU	unreviewed	G protein-coupled receptor kinase (EC 2.7.11.-)		Strongylocentrotus purpuratus (Purple sea urchin)	685
LOC100888890	A0A7M7PQ21	A0A7M7PQ21_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	198
LOC590832	A0A7M7HPT0	A0A7M7HPT0_STRPU	unreviewed	Sulfotransfer_1 domain-containing protein		Strongylocentrotus purpuratus (Purple sea urchin)	309
LOC100890984	A0A7M7NDJ8	A0A7M7NDJ8_STRPU	unreviewed	MFS domain-containing protein		Strongylocentrotus purpuratus (Purple sea urchin)	604
LOC581266	A0A7M7NAW7	A0A7M7NAW7_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	557
LOC115919861	A0A7M7N353	A0A7M7N353_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	815
LOC577743	A0A7M7RAK1	A0A7M7RAK1_STRPU	unreviewed	Phosphate carrier protein, mitochondrial		Strongylocentrotus purpuratus (Purple sea urchin)	394
LOC584498	A0A7M7SZG0	A0A7M7SZG0_STRPU	unreviewed	Alkaline phosphatase (EC 3.1.3.1)		Strongylocentrotus purpuratus (Purple sea urchin)	525
LOC579864	A0A7M7GFV0	A0A7M7GFV0_STRPU	unreviewed	Phosphodiesterase (EC 3.1.4.-)		Strongylocentrotus purpuratus (Purple sea urchin)	742
LOC579864	A0A7M7HHN6	A0A7M7HHN6_STRPU	unreviewed	Phosphodiesterase (EC 3.1.4.-)		Strongylocentrotus purpuratus (Purple sea urchin)	715
LOC579864	A0A7M7PN98	A0A7M7PN98_STRPU	unreviewed	Phosphodiesterase (EC 3.1.4.-)		Strongylocentrotus purpuratus (Purple sea urchin)	740
LOC580674	A0A7M7GHE9	A0A7M7GHE9_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	1975
LOC580674	A0A7M7HJT3	A0A7M7HJT3_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	1977
LOC580674	A0A7M7HJY2	A0A7M7HJY2_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	1973
LOC580674	A0A7M7HN10	A0A7M7HN10_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	1979
LOC580674	A0A7M7HP99	A0A7M7HP99_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	1940
LOC580674	A0A7M7HQF5	A0A7M7HQF5_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	1978
LOC580674	A0A7M7HQH9	A0A7M7HQH9_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	1980
LOC580674	A0A7M7RD53	A0A7M7RD53_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	1956
LOC581090	A0A7M7HIY3	A0A7M7HIY3_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	506
LOC588010	A0A7M7STQ7	A0A7M7STQ7_STRPU	unreviewed	Phosphate transporter		Strongylocentrotus purpuratus (Purple sea urchin)	566
LOC548620	A0A7M6UMT5	A0A7M6UMT5_STRPU	unreviewed	Elongation factor 1-alpha		Strongylocentrotus purpuratus (Purple sea urchin)	461
LOC591109	A0A7M7GG10	A0A7M7GG10_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	2148
LOC591109	A0A7M7HI78	A0A7M7HI78_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	2070
LOC591109	A0A7M7HIA1	A0A7M7HIA1_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	2008
LOC591109	A0A7M7HLE4	A0A7M7HLE4_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	2097
LOC591109	A0A7M7HLM4	A0A7M7HLM4_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	2090
LOC591109	A0A7M7HLQ5	A0A7M7HLQ5_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	2125
LOC591109	A0A7M7HMV5	A0A7M7HMV5_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	1941
LOC591109	A0A7M7HP21	A0A7M7HP21_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	2134
LOC591109	A0A7M7HPF1	A0A7M7HPF1_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	2095
LOC591109	A0A7M7HPH8	A0A7M7HPH8_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	2086
LOC591109	A0A7M7LTR2	A0A7M7LTR2_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	2150
LOC591109	A0A7M7MXB6	A0A7M7MXB6_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	2068
LOC591109	A0A7M7MXD1	A0A7M7MXD1_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	2132
LOC579258	A0A7M7NS06	A0A7M7NS06_STRPU	unreviewed	LAM_G_DOMAIN domain-containing protein		Strongylocentrotus purpuratus (Purple sea urchin)	987
LOC579258	A0A7M7SXH7	A0A7M7SXH7_STRPU	unreviewed	LAM_G_DOMAIN domain-containing protein		Strongylocentrotus purpuratus (Purple sea urchin)	980
LOC762725	A0A7M7NPL3	A0A7M7NPL3_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	2671
LOC762725	A0A7M7NQ20	A0A7M7NQ20_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	2697
LOC762725	A0A7M7NQ88	A0A7M7NQ88_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	2274
LOC762725	A0A7M7NQZ4	A0A7M7NQZ4_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	2727
LOC762725	A0A7M7NS12	A0A7M7NS12_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	2685
LOC762725	A0A7M7SY47	A0A7M7SY47_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	2742
LOC589214	A0A7M7P4I3	A0A7M7P4I3_STRPU	unreviewed	Tetraspanin		Strongylocentrotus purpuratus (Purple sea urchin)	264
LOC752534	A0A7M7P2I6	A0A7M7P2I6_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	1969
LOC752534	A0A7M7P2R0	A0A7M7P2R0_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	1953
LOC752534	A0A7M7P2W7	A0A7M7P2W7_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	1972
LOC752534	A0A7M7P2W8	A0A7M7P2W8_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	1950
LOC752534	A0A7M7P382	A0A7M7P382_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	1975
LOC752534	A0A7M7P3P9	A0A7M7P3P9_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	1963
LOC752534	A0A7M7P4M1	A0A7M7P4M1_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	1964
LOC752534	A0A7M7P5B0	A0A7M7P5B0_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	1971
LOC752534	A0A7M7P8D3	A0A7M7P8D3_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	1935
LOC752534	A0A7M7T0Q2	A0A7M7T0Q2_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	1923
LOC752534	A0A7M7T0S4	A0A7M7T0S4_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	1644
LOC753198	A0A7M7GIQ6	A0A7M7GIQ6_STRPU	unreviewed	Ankyrin_rpt-contain_dom domain-containing protein		Strongylocentrotus purpuratus (Purple sea urchin)	547
LOC105438111	A0A7M7HJY7	A0A7M7HJY7_STRPU	unreviewed	HTH CENPB-type domain-containing protein		Strongylocentrotus purpuratus (Purple sea urchin)	298
LOC593568	A0A7M7NJW9	A0A7M7NJW9_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	2528
LOC593568	A0A7M7NK02	A0A7M7NK02_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	2591
LOC593568	A0A7M7NK70	A0A7M7NK70_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	2590
LOC593568	A0A7M7NK97	A0A7M7NK97_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	2593
LOC593568	A0A7M7NM14	A0A7M7NM14_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	2592
LOC575094	A0A7M7R9K3	A0A7M7R9K3_STRPU	unreviewed	zf-LYAR domain-containing protein		Strongylocentrotus purpuratus (Purple sea urchin)	1164
LOC582488	A0A7M7MYF1	A0A7M7MYF1_STRPU	unreviewed	HDAC_interact domain-containing protein		Strongylocentrotus purpuratus (Purple sea urchin)	1424
LOC582488	A0A7M7MYT4	A0A7M7MYT4_STRPU	unreviewed	HDAC_interact domain-containing protein		Strongylocentrotus purpuratus (Purple sea urchin)	1413
LOC105436764	A0A7M7PA74	A0A7M7PA74_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	347
LOC763112	A0A7M7ST99	A0A7M7ST99_STRPU	unreviewed	PDZ domain-containing protein		Strongylocentrotus purpuratus (Purple sea urchin)	284
LOC100889741	A0A7M7PJ99	A0A7M7PJ99_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	621
LOC100890241	A0A7M7P7W4	A0A7M7P7W4_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	421
LOC100890241	A0A7M7PD29	A0A7M7PD29_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	423
LOC100890241	A0A7M7T1Q6	A0A7M7T1Q6_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	421
LOC591905	A0A7M7HK64	A0A7M7HK64_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	588
LOC591905	A0A7M7NVR6	A0A7M7NVR6_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	581
LOC100888135	A0A7M7NSR7	A0A7M7NSR7_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	577
LOC100890386	A0A7M7PHG6	A0A7M7PHG6_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	1693
LOC587513	A0A7M7HCQ2	A0A7M7HCQ2_STRPU	unreviewed	G_PROTEIN_RECEP_F1_2 domain-containing protein		Strongylocentrotus purpuratus (Purple sea urchin)	401
LOC576258	A0A7M7N403	A0A7M7N403_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	311
LOC763053	A0A7M7N2C3	A0A7M7N2C3_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	179
LOC753176	A0A7M7MZP0	A0A7M7MZP0_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	1880
LOC756039	A0A7M7G047	A0A7M7G047_STRPU	unreviewed	START domain-containing protein		Strongylocentrotus purpuratus (Purple sea urchin)	215
LOC763344	A0A7M7NK25	A0A7M7NK25_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	824
LOC585499	A0A7M7N0C2	A0A7M7N0C2_STRPU	unreviewed	Alkylglycerone-phosphate synthase (Alkyl-DHAP synthase) (EC 2.5.1.26)		Strongylocentrotus purpuratus (Purple sea urchin)	634
LOC585499	A0A7M7ST80	A0A7M7ST80_STRPU	unreviewed	Alkylglycerone-phosphate synthase (Alkyl-DHAP synthase) (EC 2.5.1.26)		Strongylocentrotus purpuratus (Purple sea urchin)	616
LOC591072	A0A7M7HF69	A0A7M7HF69_STRPU	unreviewed	MRP-S28 domain-containing protein		Strongylocentrotus purpuratus (Purple sea urchin)	364
LOC579815	A0A7M7SZ50	A0A7M7SZ50_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	744
LOC591182	A0A7M7MZI0	A0A7M7MZI0_STRPU	unreviewed	Carboxylic ester hydrolase (EC 3.1.1.-)		Strongylocentrotus purpuratus (Purple sea urchin)	601
LOC581461	A0A7M7GGU5	A0A7M7GGU5_STRPU	unreviewed	C-type lectin domain-containing protein		Strongylocentrotus purpuratus (Purple sea urchin)	290
LOC100889993	A0A7M7PI25	A0A7M7PI25_STRPU	unreviewed	DM domain-containing protein		Strongylocentrotus purpuratus (Purple sea urchin)	469
LOC100892218	A0A7M7HMJ6	A0A7M7HMJ6_STRPU	unreviewed	Chromo domain-containing protein		Strongylocentrotus purpuratus (Purple sea urchin)	503
LOC113939911	A0A7M6UWD4	A0A7M6UWD4_STRPU	unreviewed	Metalloendopeptidase (EC 3.4.24.-)		Strongylocentrotus purpuratus (Purple sea urchin)	578
LOC100890677	A0A7M7N382	A0A7M7N382_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	1025
LOC100890677	A0A7M7N3E3	A0A7M7N3E3_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	973
LOC100890677	A0A7M7N3S4	A0A7M7N3S4_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	1068
LOC100890677	A0A7M7N4W5	A0A7M7N4W5_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	1050
LOC100890677	A0A7M7STR9	A0A7M7STR9_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	1078
LOC590798	A0A7M7LLP3	A0A7M7LLP3_STRPU	unreviewed	Alpha-L-fucosidase (EC 3.2.1.51)		Strongylocentrotus purpuratus (Purple sea urchin)	454
LOC587533	A0A7M7N5L0	A0A7M7N5L0_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	2439
LOC587533	A0A7M7N5L8	A0A7M7N5L8_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	2484
LOC587533	A0A7M7N667	A0A7M7N667_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	2503
LOC587533	A0A7M7N7C4	A0A7M7N7C4_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	2459
LOC586036	A0A7M7HF40	A0A7M7HF40_STRPU	unreviewed	Annexin		Strongylocentrotus purpuratus (Purple sea urchin)	331
LOC586036	A0A7M7SXL0	A0A7M7SXL0_STRPU	unreviewed	Annexin		Strongylocentrotus purpuratus (Purple sea urchin)	326
LOC115918845	A0A7M7T247	A0A7M7T247_STRPU	unreviewed	Reelin domain-containing protein		Strongylocentrotus purpuratus (Purple sea urchin)	200
LOC576998	A0A7M7RAB2	A0A7M7RAB2_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	515
LOC105440933	A0A7M7HNB7	A0A7M7HNB7_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	230
LOC100893362	A0A7M7GFK1	A0A7M7GFK1_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	457
LOC105438591	A0A7M7HFM1	A0A7M7HFM1_STRPU	unreviewed	TIR domain-containing protein		Strongylocentrotus purpuratus (Purple sea urchin)	916
LOC582291	A0A7M7HNX0	A0A7M7HNX0_STRPU	unreviewed	Peptidase_S8 domain-containing protein		Strongylocentrotus purpuratus (Purple sea urchin)	359
LOC100889253	A0A7M7PTU0	A0A7M7PTU0_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	546
LOC100889253	A0A7M7PVC8	A0A7M7PVC8_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	563
LOC100889253	A0A7M7PVY1	A0A7M7PVY1_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	511
LOC100889253	A0A7M7PY98	A0A7M7PY98_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	562
LOC100889253	A0A7M7T5Y4	A0A7M7T5Y4_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	515
LOC100889253	A0A7M7T5Z5	A0A7M7T5Z5_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	547
LOC100890654	A0A7M7N7N9	A0A7M7N7N9_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	436
LOC105437121	A0A7M7HI86	A0A7M7HI86_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	185
LOC582289	A0A7M7RFB0	A0A7M7RFB0_STRPU	unreviewed	Cyclin-H		Strongylocentrotus purpuratus (Purple sea urchin)	328
LOC590964	A0A7M7N3W4	A0A7M7N3W4_STRPU	unreviewed	Protein-tyrosine-phosphatase (EC 3.1.3.48)		Strongylocentrotus purpuratus (Purple sea urchin)	4929
LOC587910	A0A7M7NLE9	A0A7M7NLE9_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	434
LOC100892371	A0A7M7HMD3	A0A7M7HMD3_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	2499
LOC100892371	A0A7M7LWD8	A0A7M7LWD8_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	2427
LOC577629	A0A7M7HFR4	A0A7M7HFR4_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	429
LOC577629	A0A7M7LVL9	A0A7M7LVL9_STRPU	unreviewed	Uncharacterized protein		Strongylocentrotus purpuratus (Purple sea urchin)	420
